Model already exists: ../epd-solver/src/ffhq/edm-ffhq-64x64-uncond-vp.pkl
Loading the pre-trained diffusion model from "../epd-solver/src/ffhq/edm-ffhq-64x64-uncond-vp.pkl"...
Constructing predictor...
Setting up optimizer...
Using Cosince Annealing Learning Rate
Training for 10 kimg...

/root/autodl-tmp/epd-solver/solver_utils.py:38: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  vp_beta_d = 2 * (np.log(torch.tensor(sigma_min).cpu() ** 2 + 1) / epsilon_s - np.log(torch.tensor(sigma_max).cpu() ** 2 + 1)) / (epsilon_s - 1)
/root/autodl-tmp/epd-solver/solver_utils.py:39: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  vp_beta_min = np.log(torch.tensor(sigma_max).cpu() ** 2 + 1) - 0.5 * vp_beta_d
Step: 0 | Loss:  31.9533 | w0: 0.3866 | w1: 0.6134 | r0: 0.3078 | r1: 0.6019 | st0: 1.0350 | st1: 1.0511 | sd0: 0.9779 | sd1: 1.0043 | lr : 0.20000000 
Step: 0 | Loss: 153.4461 | w0: 0.0518 | w1: 0.9482 | r0: 0.1819 | r1: 0.3783 | st0: 1.1029 | st1: 1.1097 | sd0: 0.9924 | sd1: 1.0149 | lr : 0.19999521 
Step: 1 | Loss:  30.0116 | w0: 0.7603 | w1: 0.2397 | r0: 0.0851 | r1: 0.3224 | st0: 1.0517 | st1: 1.0540 | sd0: 1.0051 | sd1: 1.0035 | lr : 0.19999521 
Step: 2 | Loss:  12.2779 | w0: 0.9151 | w1: 0.0849 | r0: 0.3715 | r1: 0.1674 | st0: 1.0794 | st1: 0.9730 | sd0: 1.0228 | sd1: 1.0089 | lr : 0.19999521 
Step: 3 | Loss:   8.1976 | w0: 0.9583 | w1: 0.0417 | r0: 0.2206 | r1: 0.2013 | st0: 1.1113 | st1: 1.0281 | sd0: 1.0153 | sd1: 1.0065 | lr : 0.19999521 
Step: 4 | Loss:  99.9995 | w0: 0.8805 | w1: 0.1195 | r0: 0.3114 | r1: 0.6564 | st0: 0.9693 | st1: 1.0089 | sd0: 1.0046 | sd1: 0.9926 | lr : 0.19999521 
Step: 0 | Loss: 226.7445 | w0: 0.0266 | w1: 0.9734 | r0: 0.1771 | r1: 0.3131 | st0: 1.1191 | st1: 1.1208 | sd0: 0.9968 | sd1: 1.0173 | lr : 0.19998923 
Step: 1 | Loss:  56.7651 | w0: 0.6582 | w1: 0.3418 | r0: 0.1095 | r1: 0.3842 | st0: 1.0602 | st1: 1.0682 | sd0: 1.0087 | sd1: 1.0077 | lr : 0.19998923 
Step: 2 | Loss:  21.9883 | w0: 0.9544 | w1: 0.0456 | r0: 0.4472 | r1: 0.1434 | st0: 1.0904 | st1: 0.9835 | sd0: 1.0255 | sd1: 1.0126 | lr : 0.19998923 
Step: 3 | Loss:  12.1103 | w0: 0.9767 | w1: 0.0233 | r0: 0.2720 | r1: 0.2220 | st0: 1.1178 | st1: 1.0365 | sd0: 1.0181 | sd1: 1.0098 | lr : 0.19998923 
Step: 4 | Loss: 138.0981 | w0: 0.9375 | w1: 0.0625 | r0: 0.2285 | r1: 0.5785 | st0: 0.9746 | st1: 0.9871 | sd0: 1.0059 | sd1: 0.9873 | lr : 0.19998923 
Step: 0 | Loss: 213.5461 | w0: 0.0190 | w1: 0.9810 | r0: 0.1749 | r1: 0.3027 | st0: 1.1271 | st1: 1.1228 | sd0: 0.9990 | sd1: 1.0167 | lr : 0.19998086 
Step: 1 | Loss:  58.6161 | w0: 0.6460 | w1: 0.3540 | r0: 0.1181 | r1: 0.4033 | st0: 1.0564 | st1: 1.0679 | sd0: 1.0098 | sd1: 1.0092 | lr : 0.19998086 
Step: 2 | Loss:  23.4831 | w0: 0.9672 | w1: 0.0328 | r0: 0.4365 | r1: 0.1296 | st0: 1.0874 | st1: 0.9895 | sd0: 1.0264 | sd1: 1.0146 | lr : 0.19998086 
Step: 3 | Loss:  14.2740 | w0: 0.9831 | w1: 0.0169 | r0: 0.2590 | r1: 0.2294 | st0: 1.1173 | st1: 1.0414 | sd0: 1.0192 | sd1: 1.0116 | lr : 0.19998086 
Step: 4 | Loss: 135.4280 | w0: 0.9537 | w1: 0.0463 | r0: 0.2098 | r1: 0.5460 | st0: 0.9621 | st1: 0.9712 | sd0: 1.0026 | sd1: 0.9832 | lr : 0.19998086 
Step: 0 | Loss: 149.5482 | w0: 0.0165 | w1: 0.9835 | r0: 0.1687 | r1: 0.2721 | st0: 1.1316 | st1: 1.1190 | sd0: 0.9997 | sd1: 1.0139 | lr : 0.19997009 
Step: 1 | Loss:  40.3541 | w0: 0.7237 | w1: 0.2763 | r0: 0.1101 | r1: 0.3832 | st0: 1.0469 | st1: 1.0578 | sd0: 1.0092 | sd1: 1.0089 | lr : 0.19997009 
Step: 2 | Loss:  16.9807 | w0: 0.9719 | w1: 0.0281 | r0: 0.3550 | r1: 0.1206 | st0: 1.0792 | st1: 0.9930 | sd0: 1.0263 | sd1: 1.0157 | lr : 0.19997009 
Step: 3 | Loss:   9.7010 | w0: 0.9859 | w1: 0.0141 | r0: 0.2228 | r1: 0.2303 | st0: 1.1139 | st1: 1.0442 | sd0: 1.0192 | sd1: 1.0126 | lr : 0.19997009 
Step: 4 | Loss:  89.6610 | w0: 0.9574 | w1: 0.0426 | r0: 0.2250 | r1: 0.5406 | st0: 0.9448 | st1: 0.9610 | sd0: 0.9979 | sd1: 0.9805 | lr : 0.19997009 
Step: 0 | Loss:  76.1754 | w0: 0.0156 | w1: 0.9844 | r0: 0.1657 | r1: 0.2776 | st0: 1.1339 | st1: 1.1123 | sd0: 0.9998 | sd1: 1.0098 | lr : 0.19995694 
Step: 1 | Loss:  20.2686 | w0: 0.8203 | w1: 0.1797 | r0: 0.0936 | r1: 0.3475 | st0: 1.0320 | st1: 1.0433 | sd0: 1.0074 | sd1: 1.0075 | lr : 0.19995694 
Step: 2 | Loss:  10.5300 | w0: 0.9735 | w1: 0.0265 | r0: 0.2834 | r1: 0.1149 | st0: 1.0657 | st1: 0.9948 | sd0: 1.0254 | sd1: 1.0162 | lr : 0.19995694 
Step: 3 | Loss:   7.1740 | w0: 0.9871 | w1: 0.0129 | r0: 0.1768 | r1: 0.2267 | st0: 1.1060 | st1: 1.0457 | sd0: 1.0184 | sd1: 1.0131 | lr : 0.19995694 
Step: 4 | Loss:  87.0984 | w0: 0.9545 | w1: 0.0455 | r0: 0.2749 | r1: 0.5540 | st0: 0.9226 | st1: 0.9496 | sd0: 0.9916 | sd1: 0.9777 | lr : 0.19995694 
Step: 0 | Loss:  20.9994 | w0: 0.0156 | w1: 0.9844 | r0: 0.1643 | r1: 0.2922 | st0: 1.1348 | st1: 1.1028 | sd0: 0.9995 | sd1: 1.0048 | lr : 0.19994139 
Step: 1 | Loss:   6.4540 | w0: 0.8874 | w1: 0.1126 | r0: 0.0771 | r1: 0.3146 | st0: 1.0086 | st1: 1.0232 | sd0: 1.0044 | sd1: 1.0056 | lr : 0.19994139 
Step: 2 | Loss:   5.7533 | w0: 0.9735 | w1: 0.0265 | r0: 0.2348 | r1: 0.1116 | st0: 1.0444 | st1: 0.9955 | sd0: 1.0235 | sd1: 1.0163 | lr : 0.19994139 
Step: 3 | Loss:   4.8474 | w0: 0.9876 | w1: 0.0124 | r0: 0.1308 | r1: 0.2189 | st0: 1.0973 | st1: 1.0465 | sd0: 1.0165 | sd1: 1.0132 | lr : 0.19994139 
Step: 4 | Loss:  74.3648 | w0: 0.9527 | w1: 0.0473 | r0: 0.3115 | r1: 0.5625 | st0: 0.9004 | st1: 0.9324 | sd0: 0.9849 | sd1: 0.9739 | lr : 0.19994139 
Step: 0 | Loss:   2.8094 | w0: 0.0157 | w1: 0.9843 | r0: 0.1664 | r1: 0.3675 | st0: 1.1345 | st1: 1.0873 | sd0: 0.9990 | sd1: 1.0002 | lr : 0.19992345 
Step: 1 | Loss:   1.6410 | w0: 0.9182 | w1: 0.0818 | r0: 0.0676 | r1: 0.2957 | st0: 0.9834 | st1: 1.0017 | sd0: 1.0018 | sd1: 1.0040 | lr : 0.19992345 
Step: 2 | Loss:   3.7999 | w0: 0.9733 | w1: 0.0267 | r0: 0.2201 | r1: 0.1101 | st0: 1.0233 | st1: 0.9956 | sd0: 1.0224 | sd1: 1.0164 | lr : 0.19992345 
Step: 3 | Loss:   4.9175 | w0: 0.9878 | w1: 0.0122 | r0: 0.1149 | r1: 0.2168 | st0: 1.0881 | st1: 1.0469 | sd0: 1.0159 | sd1: 1.0134 | lr : 0.19992345 
Step: 4 | Loss: 122.7517 | w0: 0.9540 | w1: 0.0460 | r0: 0.3028 | r1: 0.5584 | st0: 0.8936 | st1: 0.9280 | sd0: 0.9832 | sd1: 0.9727 | lr : 0.19992345 
Step: 0 | Loss:   7.0408 | w0: 0.0158 | w1: 0.9842 | r0: 0.1664 | r1: 0.3942 | st0: 1.1345 | st1: 1.0769 | sd0: 0.9988 | sd1: 0.9978 | lr : 0.19990312 
Step: 1 | Loss:   1.6278 | w0: 0.9306 | w1: 0.0694 | r0: 0.0640 | r1: 0.2864 | st0: 0.9602 | st1: 0.9846 | sd0: 1.0013 | sd1: 1.0032 | lr : 0.19990312 
Step: 2 | Loss:   2.4234 | w0: 0.9736 | w1: 0.0264 | r0: 0.2683 | r1: 0.1114 | st0: 0.9959 | st1: 0.9946 | sd0: 1.0231 | sd1: 1.0167 | lr : 0.19990312 
Step: 3 | Loss:   3.0520 | w0: 0.9875 | w1: 0.0125 | r0: 0.1350 | r1: 0.2285 | st0: 1.0682 | st1: 1.0466 | sd0: 1.0176 | sd1: 1.0138 | lr : 0.19990312 
Step: 4 | Loss:  51.6678 | w0: 0.9588 | w1: 0.0412 | r0: 0.2446 | r1: 0.5398 | st0: 0.9056 | st1: 0.9458 | sd0: 0.9868 | sd1: 0.9748 | lr : 0.19990312 
Step: 0 | Loss:   8.1587 | w0: 0.0158 | w1: 0.9842 | r0: 0.1636 | r1: 0.3604 | st0: 1.1346 | st1: 1.0701 | sd0: 0.9988 | sd1: 0.9971 | lr : 0.19988039 
Step: 1 | Loss:   1.1988 | w0: 0.9361 | w1: 0.0639 | r0: 0.0628 | r1: 0.2820 | st0: 0.9384 | st1: 0.9701 | sd0: 1.0019 | sd1: 1.0029 | lr : 0.19988039 
Step: 2 | Loss:   1.8742 | w0: 0.9740 | w1: 0.0260 | r0: 0.3462 | r1: 0.1135 | st0: 0.9686 | st1: 0.9931 | sd0: 1.0242 | sd1: 1.0169 | lr : 0.19988039 
Step: 3 | Loss:   1.8955 | w0: 0.9872 | w1: 0.0128 | r0: 0.1637 | r1: 0.2419 | st0: 1.0464 | st1: 1.0461 | sd0: 1.0192 | sd1: 1.0141 | lr : 0.19988039 
Step: 4 | Loss:  34.0342 | w0: 0.9617 | w1: 0.0383 | r0: 0.2100 | r1: 0.5269 | st0: 0.9163 | st1: 0.9622 | sd0: 0.9903 | sd1: 0.9769 | lr : 0.19988039 
Step: 0 | Loss:   8.0695 | w0: 0.0159 | w1: 0.9841 | r0: 0.1613 | r1: 0.3320 | st0: 1.1349 | st1: 1.0659 | sd0: 0.9988 | sd1: 0.9970 | lr : 0.19985528 
Step: 1 | Loss:   1.2426 | w0: 0.9387 | w1: 0.0613 | r0: 0.0628 | r1: 0.2800 | st0: 0.9237 | st1: 0.9605 | sd0: 1.0021 | sd1: 1.0027 | lr : 0.19985528 
Step: 2 | Loss:   2.0284 | w0: 0.9743 | w1: 0.0257 | r0: 0.4219 | r1: 0.1152 | st0: 0.9480 | st1: 0.9920 | sd0: 1.0248 | sd1: 1.0171 | lr : 0.19985528 
Step: 3 | Loss:   2.2414 | w0: 0.9870 | w1: 0.0130 | r0: 0.1877 | r1: 0.2518 | st0: 1.0226 | st1: 1.0454 | sd0: 1.0201 | sd1: 1.0143 | lr : 0.19985528 
Step: 4 | Loss:  72.7978 | w0: 0.9622 | w1: 0.0378 | r0: 0.1939 | r1: 0.5238 | st0: 0.9171 | st1: 0.9646 | sd0: 0.9916 | sd1: 0.9779 | lr : 0.19985528 
Step: 0 | Loss:   7.9463 | w0: 0.0159 | w1: 0.9841 | r0: 0.1587 | r1: 0.2977 | st0: 1.1350 | st1: 1.0626 | sd0: 0.9989 | sd1: 0.9969 | lr : 0.19982778 
Step: 1 | Loss:   1.5552 | w0: 0.9398 | w1: 0.0602 | r0: 0.0637 | r1: 0.2794 | st0: 0.9140 | st1: 0.9544 | sd0: 1.0015 | sd1: 1.0025 | lr : 0.19982778 
Step: 2 | Loss:   2.0089 | w0: 0.9744 | w1: 0.0256 | r0: 0.4794 | r1: 0.1162 | st0: 0.9336 | st1: 0.9913 | sd0: 1.0247 | sd1: 1.0171 | lr : 0.19982778 
Step: 3 | Loss:   2.0826 | w0: 0.9868 | w1: 0.0132 | r0: 0.1934 | r1: 0.2552 | st0: 0.9996 | st1: 1.0448 | sd0: 1.0202 | sd1: 1.0143 | lr : 0.19982778 
Step: 4 | Loss:  23.1888 | w0: 0.9611 | w1: 0.0389 | r0: 0.1899 | r1: 0.5286 | st0: 0.9091 | st1: 0.9554 | sd0: 0.9903 | sd1: 0.9773 | lr : 0.19982778 
Step: 0 | Loss:   8.2427 | w0: 0.0159 | w1: 0.9841 | r0: 0.1560 | r1: 0.2611 | st0: 1.1353 | st1: 1.0606 | sd0: 0.9989 | sd1: 0.9968 | lr : 0.19979789 
Step: 1 | Loss:   1.6239 | w0: 0.9400 | w1: 0.0600 | r0: 0.0650 | r1: 0.2796 | st0: 0.9081 | st1: 0.9507 | sd0: 1.0005 | sd1: 1.0022 | lr : 0.19979789 
Step: 2 | Loss:   2.1222 | w0: 0.9741 | w1: 0.0259 | r0: 0.5106 | r1: 0.1170 | st0: 0.9300 | st1: 0.9910 | sd0: 1.0244 | sd1: 1.0171 | lr : 0.19979789 
Step: 3 | Loss:   3.0415 | w0: 0.9866 | w1: 0.0134 | r0: 0.1924 | r1: 0.2559 | st0: 0.9857 | st1: 1.0443 | sd0: 1.0201 | sd1: 1.0143 | lr : 0.19979789 
Step: 4 | Loss:  64.4446 | w0: 0.9583 | w1: 0.0417 | r0: 0.1911 | r1: 0.5397 | st0: 0.9010 | st1: 0.9439 | sd0: 0.9886 | sd1: 0.9766 | lr : 0.19979789 
Step: 0 | Loss:   6.7297 | w0: 0.0160 | w1: 0.9840 | r0: 0.1539 | r1: 0.2361 | st0: 1.1354 | st1: 1.0582 | sd0: 0.9989 | sd1: 0.9970 | lr : 0.19976562 
Step: 1 | Loss:   1.4595 | w0: 0.9396 | w1: 0.0604 | r0: 0.0666 | r1: 0.2803 | st0: 0.9034 | st1: 0.9479 | sd0: 1.0000 | sd1: 1.0021 | lr : 0.19976562 
Step: 2 | Loss:   1.5759 | w0: 0.9737 | w1: 0.0263 | r0: 0.4991 | r1: 0.1177 | st0: 0.9375 | st1: 0.9908 | sd0: 1.0241 | sd1: 1.0170 | lr : 0.19976562 
Step: 3 | Loss:   2.3727 | w0: 0.9864 | w1: 0.0136 | r0: 0.1865 | r1: 0.2552 | st0: 0.9880 | st1: 1.0443 | sd0: 1.0200 | sd1: 1.0143 | lr : 0.19976562 
Step: 4 | Loss:  47.9590 | w0: 0.9572 | w1: 0.0428 | r0: 0.1871 | r1: 0.5439 | st0: 0.8967 | st1: 0.9386 | sd0: 0.9878 | sd1: 0.9763 | lr : 0.19976562 
Step: 0 | Loss:   3.9361 | w0: 0.0160 | w1: 0.9840 | r0: 0.1533 | r1: 0.2322 | st0: 1.1353 | st1: 1.0546 | sd0: 0.9990 | sd1: 0.9978 | lr : 0.19973096 
Step: 1 | Loss:   1.2418 | w0: 0.9389 | w1: 0.0611 | r0: 0.0683 | r1: 0.2811 | st0: 0.8990 | st1: 0.9456 | sd0: 1.0003 | sd1: 1.0021 | lr : 0.19973096 
Step: 2 | Loss:   1.7564 | w0: 0.9731 | w1: 0.0269 | r0: 0.4424 | r1: 0.1186 | st0: 0.9585 | st1: 0.9907 | sd0: 1.0242 | sd1: 1.0171 | lr : 0.19973096 
Step: 3 | Loss:   1.9165 | w0: 0.9862 | w1: 0.0138 | r0: 0.1829 | r1: 0.2556 | st0: 1.0064 | st1: 1.0446 | sd0: 1.0200 | sd1: 1.0143 | lr : 0.19973096 
Step: 4 | Loss:  43.5566 | w0: 0.9578 | w1: 0.0422 | r0: 0.1763 | r1: 0.5424 | st0: 0.8976 | st1: 0.9378 | sd0: 0.9876 | sd1: 0.9762 | lr : 0.19973096 
Step: 0 | Loss:   1.8510 | w0: 0.0161 | w1: 0.9839 | r0: 0.1523 | r1: 0.2228 | st0: 1.1354 | st1: 1.0535 | sd0: 0.9992 | sd1: 0.9989 | lr : 0.19969391 
Step: 1 | Loss:   1.5080 | w0: 0.9380 | w1: 0.0620 | r0: 0.0698 | r1: 0.2820 | st0: 0.8963 | st1: 0.9441 | sd0: 1.0008 | sd1: 1.0022 | lr : 0.19969391 
Step: 2 | Loss:   2.5199 | w0: 0.9724 | w1: 0.0276 | r0: 0.3902 | r1: 0.1194 | st0: 0.9827 | st1: 0.9909 | sd0: 1.0242 | sd1: 1.0171 | lr : 0.19969391 
Step: 3 | Loss:   2.8517 | w0: 0.9859 | w1: 0.0141 | r0: 0.1789 | r1: 0.2554 | st0: 1.0227 | st1: 1.0449 | sd0: 1.0199 | sd1: 1.0143 | lr : 0.19969391 
Step: 4 | Loss:  57.7356 | w0: 0.9593 | w1: 0.0407 | r0: 0.1657 | r1: 0.5367 | st0: 0.9012 | st1: 0.9435 | sd0: 0.9881 | sd1: 0.9764 | lr : 0.19969391 
Step: 0 | Loss:   1.2654 | w0: 0.0161 | w1: 0.9839 | r0: 0.1518 | r1: 0.2211 | st0: 1.1354 | st1: 1.0507 | sd0: 0.9993 | sd1: 0.9995 | lr : 0.19965448 
Step: 1 | Loss:   1.6249 | w0: 0.9369 | w1: 0.0631 | r0: 0.0721 | r1: 0.2832 | st0: 0.8933 | st1: 0.9427 | sd0: 1.0006 | sd1: 1.0021 | lr : 0.19965448 
Step: 2 | Loss:   2.6856 | w0: 0.9719 | w1: 0.0281 | r0: 0.3690 | r1: 0.1202 | st0: 0.9970 | st1: 0.9908 | sd0: 1.0238 | sd1: 1.0170 | lr : 0.19965448 
Step: 3 | Loss:   2.9528 | w0: 0.9858 | w1: 0.0142 | r0: 0.1712 | r1: 0.2534 | st0: 1.0252 | st1: 1.0448 | sd0: 1.0194 | sd1: 1.0142 | lr : 0.19965448 
Step: 4 | Loss:  36.5755 | w0: 0.9583 | w1: 0.0417 | r0: 0.1630 | r1: 0.5388 | st0: 0.8965 | st1: 0.9383 | sd0: 0.9866 | sd1: 0.9755 | lr : 0.19965448 
Step: 0 | Loss:   1.0043 | w0: 0.0161 | w1: 0.9839 | r0: 0.1509 | r1: 0.2170 | st0: 1.1353 | st1: 1.0456 | sd0: 0.9993 | sd1: 0.9996 | lr : 0.19961266 
Step: 1 | Loss:   1.0909 | w0: 0.9357 | w1: 0.0643 | r0: 0.0751 | r1: 0.2848 | st0: 0.8891 | st1: 0.9409 | sd0: 1.0005 | sd1: 1.0021 | lr : 0.19961266 
Step: 2 | Loss:   2.1527 | w0: 0.9719 | w1: 0.0281 | r0: 0.3772 | r1: 0.1212 | st0: 1.0019 | st1: 0.9906 | sd0: 1.0239 | sd1: 1.0170 | lr : 0.19961266 
Step: 3 | Loss:   2.2575 | w0: 0.9857 | w1: 0.0143 | r0: 0.1853 | r1: 0.2588 | st0: 1.0175 | st1: 1.0444 | sd0: 1.0198 | sd1: 1.0143 | lr : 0.19961266 
Step: 4 | Loss:  37.6381 | w0: 0.9567 | w1: 0.0433 | r0: 0.1659 | r1: 0.5391 | st0: 0.8995 | st1: 0.9479 | sd0: 0.9891 | sd1: 0.9776 | lr : 0.19961266 
Step: 0 | Loss:   0.8534 | w0: 0.0161 | w1: 0.9839 | r0: 0.1482 | r1: 0.1926 | st0: 1.1355 | st1: 1.0443 | sd0: 0.9994 | sd1: 1.0001 | lr : 0.19956846 
Step: 1 | Loss:   1.1481 | w0: 0.9346 | w1: 0.0654 | r0: 0.0773 | r1: 0.2860 | st0: 0.8861 | st1: 0.9396 | sd0: 1.0008 | sd1: 1.0021 | lr : 0.19956846 
Step: 2 | Loss:   3.4872 | w0: 0.9721 | w1: 0.0279 | r0: 0.4133 | r1: 0.1225 | st0: 1.0016 | st1: 0.9903 | sd0: 1.0240 | sd1: 1.0170 | lr : 0.19956846 
Step: 3 | Loss:   4.7781 | w0: 0.9857 | w1: 0.0143 | r0: 0.2064 | r1: 0.2657 | st0: 1.0032 | st1: 1.0438 | sd0: 1.0201 | sd1: 1.0143 | lr : 0.19956846 
Step: 4 | Loss:  59.6913 | w0: 0.9566 | w1: 0.0434 | r0: 0.1661 | r1: 0.5368 | st0: 0.9004 | st1: 0.9520 | sd0: 0.9907 | sd1: 0.9788 | lr : 0.19956846 
Step: 0 | Loss:   1.0433 | w0: 0.0161 | w1: 0.9839 | r0: 0.1440 | r1: 0.1571 | st0: 1.1360 | st1: 1.0466 | sd0: 0.9994 | sd1: 1.0001 | lr : 0.19952188 
Step: 1 | Loss:   1.4155 | w0: 0.9343 | w1: 0.0657 | r0: 0.0780 | r1: 0.2866 | st0: 0.8851 | st1: 0.9395 | sd0: 1.0004 | sd1: 1.0021 | lr : 0.19952188 
Step: 2 | Loss:   2.9547 | w0: 0.9723 | w1: 0.0277 | r0: 0.4652 | r1: 0.1240 | st0: 0.9996 | st1: 0.9900 | sd0: 1.0237 | sd1: 1.0170 | lr : 0.19952188 
Step: 3 | Loss:   4.0082 | w0: 0.9857 | w1: 0.0143 | r0: 0.2150 | r1: 0.2682 | st0: 0.9878 | st1: 1.0432 | sd0: 1.0199 | sd1: 1.0143 | lr : 0.19952188 
Step: 4 | Loss:  33.4938 | w0: 0.9569 | w1: 0.0431 | r0: 0.1661 | r1: 0.5349 | st0: 0.8964 | st1: 0.9495 | sd0: 0.9904 | sd1: 0.9785 | lr : 0.19952188 
Step: 0 | Loss:   0.8641 | w0: 0.0161 | w1: 0.9839 | r0: 0.1420 | r1: 0.1437 | st0: 1.1360 | st1: 1.0425 | sd0: 0.9993 | sd1: 0.9995 | lr : 0.19947291 
Step: 1 | Loss:   1.2159 | w0: 0.9339 | w1: 0.0661 | r0: 0.0803 | r1: 0.2877 | st0: 0.8825 | st1: 0.9386 | sd0: 0.9994 | sd1: 1.0019 | lr : 0.19947291 
Step: 2 | Loss:   1.8008 | w0: 0.9725 | w1: 0.0275 | r0: 0.5275 | r1: 0.1257 | st0: 0.9923 | st1: 0.9895 | sd0: 1.0232 | sd1: 1.0169 | lr : 0.19947291 
Step: 3 | Loss:   1.8166 | w0: 0.9858 | w1: 0.0142 | r0: 0.2265 | r1: 0.2706 | st0: 0.9680 | st1: 1.0425 | sd0: 1.0198 | sd1: 1.0143 | lr : 0.19947291 
Step: 4 | Loss:  39.6445 | w0: 0.9564 | w1: 0.0436 | r0: 0.1633 | r1: 0.5381 | st0: 0.8933 | st1: 0.9450 | sd0: 0.9903 | sd1: 0.9784 | lr : 0.19947291 
Step: 0 | Loss:   1.1661 | w0: 0.0162 | w1: 0.9838 | r0: 0.1413 | r1: 0.1401 | st0: 1.1356 | st1: 1.0332 | sd0: 0.9992 | sd1: 0.9988 | lr : 0.19942157 
Step: 1 | Loss:   0.8817 | w0: 0.9329 | w1: 0.0671 | r0: 0.0856 | r1: 0.2899 | st0: 0.8773 | st1: 0.9366 | sd0: 0.9983 | sd1: 1.0018 | lr : 0.19942157 
Step: 2 | Loss:   0.9463 | w0: 0.9727 | w1: 0.0273 | r0: 0.5876 | r1: 0.1270 | st0: 0.9838 | st1: 0.9890 | sd0: 1.0226 | sd1: 1.0168 | lr : 0.19942157 
Step: 3 | Loss:   1.0203 | w0: 0.9859 | w1: 0.0141 | r0: 0.2351 | r1: 0.2709 | st0: 0.9452 | st1: 1.0420 | sd0: 1.0196 | sd1: 1.0142 | lr : 0.19942157 
Step: 4 | Loss:  27.2949 | w0: 0.9559 | w1: 0.0441 | r0: 0.1612 | r1: 0.5396 | st0: 0.8907 | st1: 0.9412 | sd0: 0.9900 | sd1: 0.9782 | lr : 0.19942157 
